Subject	Meta-Relation	Object
NELL:inverseofathletesuchasathlete	rdfs:range	NELL:athlete
NELL:inverseoftouristattraction	rdfs:range	NELL:attraction
NELL:chemicalistypeofchemical	rdfs:range	NELL:chemical
NELL:animalistypeofanimal	rdfs:range	NELL:animal
NELL:arthropodandotherarthropod	rdfs:range	NELL:arthropod
NELL:inverseofanimalsuchasfish	rdfs:range	NELL:animal
NELL:inverseofanimalsuchasinvertebrate	rdfs:range	NELL:animal
NELL:inverseofanimalsuchasinsect	rdfs:range	NELL:animal
NELL:inverseofanimalsuchasmollusk	rdfs:range	NELL:animal
NELL:inverseofarterysuchasartery	rdfs:range	NELL:artery
NELL:inverseofautomobileenginesuchasautomobileengine	rdfs:range	NELL:automobileengine
NELL:inverseofagriculturalproductincludingagriculturalproduct	rdfs:range	NELL:agriculturalproduct
NELL:inversoofairportsuchasairport	rdfs:range	NELL:airport
NELL:inverseofcelebritysuchascelebrity	rdfs:range	NELL:celebrity
NELL:productbeinglauched	rdfs:range	NELL:product
NELL:sportsportsgameexample	rdfs:range	NELL:sportsgame
NELL:numberofinjuredinearthquake	rdfs:range	NELL:earthquakeevent
NELL:visualartistartmovement	rdfs:range	NELL:visualartmovement
NELL:inverseofplantrepresentemotion	rdfs:range	NELL:plant
NELL:personhasethnicity	rdfs:range	NELL:ethnicgroup
NELL:sportfansincountry	rdfs:range	NELL:country
NELL:isshorterthan	rdfs:range	NELL:everypromotedthing
NELL:injuredinearthquake	rdfs:range	NELL:earthquakeevent
NELL:inverseofcompanyproducesvideogamesystem	rdfs:range	NELL:company
NELL:earthquakehadvictim	rdfs:range	NELL:victim
NELL:thinghasshape	rdfs:range	NELL:geometricshape
NELL:inverseofbuildingfeaturemadefrombuildingmaterial	rdfs:range	NELL:buildingfeature
NELL:sportsgamewinnerscore	rdfs:range	NELL:nonneginteger
NELL:eventcausedevent	rdfs:range	NELL:event
NELL:agentowns	rdfs:range	NELL:everypromotedthing
NELL:protesthadvictim	rdfs:range	NELL:person
NELL:productofproductlaunch	rdfs:range	NELL:productlaunchevent
NELL:inverseofathletebeatathlete	rdfs:range	NELL:athlete
NELL:dateof	rdfs:range	NELL:everypromotedthing
NELL:dateoforganzationdissolution	rdfs:range	NELL:organization
NELL:dateoforganizationcreation	rdfs:range	NELL:organization
NELL:dateatwhichexistslocation	rdfs:range	NELL:location
NELL:yearofmarriage	rdfs:range	NELL:person
NELL:dateofpersonbirth	rdfs:range	NELL:person
NELL:dateevent	rdfs:range	NELL:event
NELL:dateofmeetingeventtitle	rdfs:range	NELL:meetingeventtitle
NELL:dateofsportsgame	rdfs:range	NELL:sportsgame
NELL:dateofpersondeath	rdfs:range	NELL:person
NELL:releasedateexpectedfordrug	rdfs:range	NELL:drug
NELL:dateatwhichexistsitem	rdfs:range	NELL:item
NELL:agriculturalproductcookedwithagriculturalproduct	rdfs:range	NELL:agriculturalproduct
NELL:awardtrophytournamentisthechampionshipgameofthenationalsport	rdfs:range	NELL:sport
NELL:inverseofgrainusedtomakecandy	rdfs:range	NELL:grain
NELL:venueofproductlaunch	rdfs:range	NELL:productlaunchevent
NELL:victiminearthquake	rdfs:range	NELL:earthquakeevent
NELL:inverseofanimaleatfood	rdfs:range	NELL:animal
NELL:inverseofinsecteatsgrain	rdfs:range	NELL:insect
NELL:inverseofanimaleatvegetable	rdfs:range	NELL:animal
NELL:inverseofinvertebratefeedonfood	rdfs:range	NELL:invertebrate
NELL:inverseofathletepublishesinblog	rdfs:range	NELL:athlete
NELL:mammalinducesemotion	rdfs:range	NELL:emotion
NELL:agriculturalproductcontainchemical	rdfs:range	NELL:chemical
NELL:productlauchcompetingcompany	rdfs:range	NELL:company
NELL:guiltyofroadaccident	rdfs:range	NELL:roadaccidentevent
NELL:inverseofbacteriacancauseillnessfromfood	rdfs:range	NELL:bacteria
NELL:inverseofbuildingfeaturebuiltabovelak	rdfs:range	NELL:buildingfeature
NELL:ageofperson	rdfs:range	NELL:person
NELL:companyeconomicsector	rdfs:range	NELL:economicsector
NELL:bombingdamaged	rdfs:range	NELL:geolocatablething
NELL:hotelbuiltatpark	rdfs:range	NELL:park
NELL:politicsbillconcernsissue	rdfs:range	NELL:politicsissue
NELL:wascollidedin	rdfs:range	NELL:roadaccidentevent
NELL:iteminvolvedwithagent	rdfs:range	NELL:agent
NELL:coffeeservedbycafe	rdfs:range	NELL:caf_
NELL:instrumentplayedbymusician	rdfs:range	NELL:musician
NELL:wineproducedbywinery	rdfs:range	NELL:winery
NELL:drugworkedonbyagent	rdfs:range	NELL:humanagent
NELL:languageofsportsgame	rdfs:range	NELL:sport
NELL:earthquakeeventtime	rdfs:range	NELL:time
NELL:bombingeventtime	rdfs:range	NELL:time
NELL:conceptprerequisiteof	rdfs:range	NELL:scientificterm
NELL:roadaccidentocurredin	rdfs:range	NELL:location
NELL:politicsgroupconcernsissue	rdfs:range	NELL:politicsissue
NELL:inverseofbeveragecansoftendisease	rdfs:range	NELL:beverage
NELL:inverseofathleteinjuredhisbodypart	rdfs:range	NELL:athlete
NELL:inverseofathletefracturedbone	rdfs:range	NELL:athlete
NELL:sourceofearthquake	rdfs:range	NELL:earthquakeevent
NELL:magnitudeofearthquaque	rdfs:range	NELL:earthquakeevent
NELL:bacteriacancauseillnessfromfood	rdfs:range	NELL:food
NELL:beveragemadefrombeverage	rdfs:range	NELL:beverage
NELL:agriculturalproductcomingfromvertebrate	rdfs:range	NELL:vertebrate
NELL:inverseofanimaldevelopdisease	rdfs:range	NELL:animal
NELL:visualartformartist	rdfs:range	NELL:visualartist
NELL:victiminbombing	rdfs:range	NELL:bombingevent
NELL:numberofarrestedinbombing	rdfs:range	NELL:bombingevent
NELL:bombingkilled	rdfs:range	NELL:nonneginteger
NELL:roadaccidenthadreason	rdfs:range	NELL:everypromotedthing
NELL:inverseofclothingmadefromplant	rdfs:range	NELL:clothing
NELL:bombingsecurity	rdfs:range	NELL:agent
NELL:visualartmovementartist	rdfs:range	NELL:visualartist
NELL:sportschoolincountry	rdfs:range	NELL:country
NELL:professionusestool	rdfs:range	NELL:tool
NELL:agentcontrols	rdfs:range	NELL:everypromotedthing
NELL:musicgenreartist	rdfs:range	NELL:musicartist
NELL:timeofroadaccident	rdfs:range	NELL:roadaccidentevent
NELL:diseasecausesphysiologicalcondition	rdfs:range	NELL:physiologicalcondition
NELL:inverseofbirdmayconsumeprotein	rdfs:range	NELL:bird
NELL:inverseofhotelbuiltatpark	rdfs:range	NELL:hotel
NELL:diseasemaybecausedbydrug	rdfs:range	NELL:drug
NELL:athleteinjuredhisbodypart	rdfs:range	NELL:bodypart
NELL:athletefracturedbone	rdfs:range	NELL:bone
NELL:inverseofagriculturalproducttoattractinsect	rdfs:range	NELL:agriculturalproduct
NELL:languageofcity	rdfs:range	NELL:city
NELL:clothingmadefromplant	rdfs:range	NELL:plant
NELL:earthquakecasualtiesnumber	rdfs:range	NELL:nonneginteger
NELL:academicfieldhasperson	rdfs:range	NELL:person
NELL:toolusedbyprofession	rdfs:range	NELL:profession
NELL:roadaccidentinjurednumber	rdfs:range	NELL:nonneginteger
NELL:roadaccidenteventtime	rdfs:range	NELL:time
NELL:earthquakeinjurednumber	rdfs:range	NELL:nonneginteger
NELL:arteryarisesfromartery	rdfs:range	NELL:artery
NELL:subpartof	rdfs:range	NELL:everypromotedthing
NELL:publicationpublishedinmagazine	rdfs:range	NELL:magazine
NELL:musclelocatedinbodypart	rdfs:range	NELL:bodypart
NELL:agentparticipatedinevent	rdfs:range	NELL:event
NELL:universityledmusicfestival	rdfs:range	NELL:musicfestival
NELL:personspeakingatmeetingeventtitle	rdfs:range	NELL:meetingeventtitle
NELL:personchargedwithcrime	rdfs:range	NELL:crimeorcharge
NELL:teamingame	rdfs:range	NELL:sportsgame
NELL:awayteamingame	rdfs:range	NELL:sportsgame
NELL:winneringame	rdfs:range	NELL:sportsgame
NELL:hometeamingame	rdfs:range	NELL:sportsgame
NELL:loseringame	rdfs:range	NELL:sportsgame
NELL:bodypartwithinbodypart	rdfs:range	NELL:bodypart
NELL:eventsubeventof	rdfs:range	NELL:event
NELL:iteminvolvedinevent	rdfs:range	NELL:event
NELL:jobpositionheldbyperson	rdfs:range	NELL:person
NELL:securityinbombing	rdfs:range	NELL:bombingevent
NELL:earthquakehadepicenter	rdfs:range	NELL:geolocatablething
NELL:earthquakeocurredin	rdfs:range	NELL:location
NELL:protesteventtime	rdfs:range	NELL:time
NELL:objectpartofobject	rdfs:range	NELL:visualizableobject
NELL:mlareaexpert	rdfs:range	NELL:mlauthor
NELL:athletebeatathlete	rdfs:range	NELL:athlete
NELL:languageschoolincity	rdfs:range	NELL:city
NELL:protestcomentedby	rdfs:range	NELL:person
NELL:creativeworkcontributedtobyagent	rdfs:range	NELL:agent
NELL:bookwriter	rdfs:range	NELL:writer
NELL:moviedirectedbydirector	rdfs:range	NELL:director
NELL:moviestaractor	rdfs:range	NELL:actor
NELL:stadiumoreventvenuedisclosescompany	rdfs:range	NELL:company
NELL:universityhasacademicprogram	rdfs:range	NELL:academicfield
NELL:musicalartisthadapetanimal	rdfs:range	NELL:animal
NELL:athleteplayssportsteamposition	rdfs:range	NELL:sportsteamposition
NELL:objectfoundinscene	rdfs:range	NELL:visualizablescene
NELL:foodcancausedisease	rdfs:range	NELL:disease
NELL:invertebrateturnintoinsect	rdfs:range	NELL:insect
NELL:earthquakedamaged	rdfs:range	NELL:geolocatablething
NELL:wineryatfarm	rdfs:range	NELL:farm
NELL:commentatorofbombing	rdfs:range	NELL:bombingevent
NELL:losingscoreofsportsgame	rdfs:range	NELL:sportsgame
NELL:teamplayssport	rdfs:range	NELL:sport
NELL:inverseofwineryatfarm	rdfs:range	NELL:winery
NELL:winningscoreofsportsgame	rdfs:range	NELL:sportsgame
NELL:weaponusedinprotest	rdfs:range	NELL:protestevent
NELL:protestinjurednumber	rdfs:range	NELL:nonneginteger
NELL:languagespokenatisland	rdfs:range	NELL:island
NELL:fishservedwithfood	rdfs:range	NELL:food
NELL:sideeffectcausedbydrug	rdfs:range	NELL:drug
NELL:inverseofdiseasemaybecausedbydrug	rdfs:range	NELL:disease
NELL:bombingcommentedby	rdfs:range	NELL:person
NELL:coachwontrophy	rdfs:range	NELL:awardtrophytournament
NELL:bombingarrested	rdfs:range	NELL:nonneginteger
NELL:numberofcasualtiesinroadaccident	rdfs:range	NELL:roadaccidentevent
NELL:arterycalledartery	rdfs:range	NELL:artery
NELL:targetinbombing	rdfs:range	NELL:bombingevent
NELL:numberofinjuredinbombing	rdfs:range	NELL:bombingevent
NELL:teamwontrophy	rdfs:range	NELL:awardtrophytournament
NELL:sportsgamescore	rdfs:range	NELL:gamescore
NELL:trophywonbyteam	rdfs:range	NELL:sportsteam
NELL:inverseofarteryarisesfromartery	rdfs:range	NELL:artery
NELL:mammalcanbeirritatedbyarthropod	rdfs:range	NELL:arthropod
NELL:commentatorofroadaccident	rdfs:range	NELL:roadaccidentevent
NELL:bakegoodistypicalincountry	rdfs:range	NELL:country
NELL:jobpositionusesacademicfield	rdfs:range	NELL:academicfield
NELL:productlauchpredecessor	rdfs:range	NELL:product
NELL:timeofprotest	rdfs:range	NELL:protestevent
NELL:birdmayconsumeprotein	rdfs:range	NELL:protein
NELL:shapeofobject	rdfs:range	NELL:visualizablething
NELL:locationofearthquake	rdfs:range	NELL:earthquakeevent
NELL:protestocurredin	rdfs:range	NELL:location
NELL:coachcanspeaklanguage	rdfs:range	NELL:language
NELL:sporthassportsteamposition	rdfs:range	NELL:sportsteamposition
NELL:inverseofagriculturalproductcomingfromvertebrate	rdfs:range	NELL:agriculturalproduct
NELL:softwareisprogrammedinprogramminglanguage	rdfs:range	NELL:programminglanguage
NELL:stateorprovinceattainstrainstation	rdfs:range	NELL:trainstation
NELL:controlledbyagent	rdfs:range	NELL:agent
NELL:inverseofcoachstudiedatuniversity	rdfs:range	NELL:coach
NELL:inverseofmagazineisleadbyceo	rdfs:range	NELL:magazine
NELL:inverseofbakegoodistypicalincountry	rdfs:range	NELL:bakedgood
NELL:numberofkilledinbombing	rdfs:range	NELL:bombingevent
NELL:superpartof	rdfs:range	NELL:everypromotedthing
NELL:bodypartcontainsmuscle	rdfs:range	NELL:muscle
NELL:magazinecontainspublication	rdfs:range	NELL:publication
NELL:eventinvolveditem	rdfs:range	NELL:item
NELL:bodypartcontainsbodypart	rdfs:range	NELL:bodypart
NELL:eventsupereventof	rdfs:range	NELL:event
NELL:eventhasparticipantagent	rdfs:range	NELL:agent
NELL:inverseofuniversityledmusicfestival	rdfs:range	NELL:university
NELL:meetingeventtitlehasspeakingperson	rdfs:range	NELL:person
NELL:crimeorchargeofperson	rdfs:range	NELL:person
NELL:sportsgameteam	rdfs:range	NELL:sportsteam
NELL:sportsgameloser	rdfs:range	NELL:sportsteam
NELL:sportsgamehometeam	rdfs:range	NELL:sportsteam
NELL:sportsgameawayteam	rdfs:range	NELL:sportsteam
NELL:sportsgamewinner	rdfs:range	NELL:sportsteam
NELL:stadiumhometosport	rdfs:range	NELL:sport
NELL:personhasjobposition	rdfs:range	NELL:jobposition
NELL:atdate	rdfs:range	NELL:date
NELL:organizationdissolvedatdate	rdfs:range	NELL:date
NELL:organizationcreatedatdate	rdfs:range	NELL:date
NELL:eventdate	rdfs:range	NELL:dateliteral
NELL:meetingeventtitleatdate	rdfs:range	NELL:dateliteral
NELL:sportsgamedate	rdfs:range	NELL:dateliteral
NELL:drugexpectedreleasedate	rdfs:range	NELL:date
NELL:locationexistsatdate	rdfs:range	NELL:date
NELL:itemexistsatdate	rdfs:range	NELL:date
NELL:marriedinyear	rdfs:range	NELL:year
NELL:persondeathdate	rdfs:range	NELL:dateliteral
NELL:personbirthdate	rdfs:range	NELL:dateliteral
NELL:personhasreligion	rdfs:range	NELL:religion
NELL:islandhasskiarea	rdfs:range	NELL:skiarea
NELL:musicartistgenre	rdfs:range	NELL:musicgenre
NELL:meetingeventtypeincludesmeetingeventtitle	rdfs:range	NELL:meetingeventtitle
NELL:insectcanbeconfundedwitharthropod	rdfs:range	NELL:arthropod
NELL:beveragecontainsprotein	rdfs:range	NELL:protein
NELL:inverseofcolorassociatedwithvisualizableattribut	rdfs:range	NELL:color
NELL:inverseofinvertebratehascolor	rdfs:range	NELL:invertebrate
NELL:collidedwith	rdfs:range	NELL:everypromotedthing
NELL:countrycurrency	rdfs:range	NELL:currency
NELL:productlauchvenue	rdfs:range	NELL:location
NELL:mlauthorexpertin	rdfs:range	NELL:mlarea
NELL:inverseofathletewinsawardtrophytournament	rdfs:range	NELL:athlete
NELL:agriculturalproducttoattractinsect	rdfs:range	NELL:insect
NELL:explosivesinbombing	rdfs:range	NELL:bombingevent
NELL:emotionassociatedwithdisease	rdfs:range	NELL:disease
NELL:politiciansponsoredpoliticsbill	rdfs:range	NELL:politicsbill
NELL:politicianussponsoredpoliticsbill	rdfs:range	NELL:politicsbill
NELL:bombingoccuredin	rdfs:range	NELL:location
NELL:inverseofbeveragecontainsprotein	rdfs:range	NELL:beverage
NELL:protestdamaged	rdfs:range	NELL:geolocatablething
NELL:issueofpoliticsgroup	rdfs:range	NELL:politicsgroup
NELL:trophywonbycoaches	rdfs:range	NELL:coach
NELL:inverseofplantgrowinginplant	rdfs:range	NELL:plant
NELL:personhasage	rdfs:range	NELL:nonneginteger
NELL:inverseofagriculturalproductgrowninlandscapefeature	rdfs:range	NELL:agriculturalproduct
NELL:arthropodlookslikeinsect	rdfs:range	NELL:insect
NELL:generalizationof	rdfs:range	NELL:everypromotedthing
NELL:arthropodsuchascrustacean	rdfs:range	NELL:arthropod
NELL:animalssuchasmammals	rdfs:range	NELL:mammal
NELL:countriessuchascountries	rdfs:range	NELL:country
NELL:televisionshowssuchastelevisionshows	rdfs:range	NELL:televisionshow
NELL:religionssuchasreligions	rdfs:range	NELL:religion
NELL:conferencessuchasconferences	rdfs:range	NELL:conference
NELL:weaponssuchasweapons	rdfs:range	NELL:weapon
NELL:professionssuchasprofessions	rdfs:range	NELL:profession
NELL:moviessuchasmovies	rdfs:range	NELL:movie
NELL:hobbiessuchashobbies	rdfs:range	NELL:hobby
NELL:criminalssuchascriminals	rdfs:range	NELL:criminal
NELL:toolssuchastools	rdfs:range	NELL:tool
NELL:videogamessuchasvideogames	rdfs:range	NELL:videogame
NELL:musicfestivalssuchasmusicfestivals	rdfs:range	NELL:musicfestival
NELL:musicgenressuchasmusicgenres	rdfs:range	NELL:musicgenre
NELL:architectssuchasarchitects	rdfs:range	NELL:architect
NELL:athletessuchasathletes	rdfs:range	NELL:athlete
NELL:mammalsuchasmammal	rdfs:range	NELL:mammal
NELL:arachnidssuchasarachnids	rdfs:range	NELL:arachnid
NELL:plantincludeplant	rdfs:range	NELL:plant
NELL:actorsuchasactor	rdfs:range	NELL:actor
NELL:productinstances	rdfs:range	NELL:product
NELL:touristattractionsuchastouristattraction	rdfs:range	NELL:attraction
NELL:agriculturalproductincludingagriculturalproduct	rdfs:range	NELL:agriculturalproduct
NELL:archaeasuchasarchaea	rdfs:range	NELL:archaea
NELL:celebritysuchascelebrity	rdfs:range	NELL:celebrity
NELL:animaltypehasanimal	rdfs:range	NELL:animal
NELL:inverseofarthropodandotherarthropod	rdfs:range	NELL:arthropod
NELL:animalsuchasfish	rdfs:range	NELL:fish
NELL:animalsuchasinvertebrate	rdfs:range	NELL:invertebrate
NELL:animalsuchasinsect	rdfs:range	NELL:insect
NELL:animalsuchasmollusk	rdfs:range	NELL:mollusk
NELL:booksuchasbook	rdfs:range	NELL:book
NELL:vehicletypehasvehicle	rdfs:range	NELL:vehicle
NELL:professiontypehasprofession	rdfs:range	NELL:profession
NELL:automobileenginesuchasautomobileengine	rdfs:range	NELL:automobileengine
NELL:chemicaltypehaschemical	rdfs:range	NELL:chemical
NELL:arteriessuchasarteries	rdfs:range	NELL:artery
NELL:amphibiansuchasamphibian	rdfs:range	NELL:amphibian
NELL:airportsuchasairport	rdfs:range	NELL:airport
NELL:astronautssuchasaustronauts	rdfs:range	NELL:astronaut
NELL:aquariumssuchasaquariums	rdfs:range	NELL:aquarium
NELL:academicfieldsuchasacademicfield	rdfs:range	NELL:academicfield
NELL:bombingvictim	rdfs:range	NELL:person
NELL:ownedbyagent	rdfs:range	NELL:humanagent
NELL:athletewinsawardtrophytournament	rdfs:range	NELL:awardtrophytournament
NELL:locationofbombing	rdfs:range	NELL:bombingevent
NELL:economicsectorusingacademicfield	rdfs:range	NELL:academicfield
NELL:televisionshowisbasedonmovie	rdfs:range	NELL:movie
NELL:launchingproductcompany	rdfs:range	NELL:company
NELL:agriculturalproductcutintogeometricshape	rdfs:range	NELL:geometricshape
NELL:damagedinbombing	rdfs:range	NELL:bombingevent
NELL:protestinjured	rdfs:range	NELL:person
NELL:companycompetingwithproduuctlaunch	rdfs:range	NELL:productlaunchevent
NELL:inverseofstateorprovinceattainstrainstation	rdfs:range	NELL:stateorprovince
NELL:buildingispartofuniversity	rdfs:range	NELL:university
NELL:objectlookslikeobject	rdfs:range	NELL:visualizablething
NELL:earthquakecomentedby	rdfs:subPropertyOf	NELL:relatedto
NELL:bombinghaswitness	rdfs:subPropertyOf	NELL:relatedto
NELL:magazineisleadbyceo	rdfs:subPropertyOf	NELL:relatedto
NELL:colorofobject	rdfs:subPropertyOf	NELL:relatedto
NELL:musicsongisatrackofmusicalbum	rdfs:subPropertyOf	NELL:relatedto
NELL:professionactsatthesameareaofpoliticissue	rdfs:subPropertyOf	NELL:relatedto
NELL:priceofproductlaunch	rdfs:subPropertyOf	NELL:relatedto
NELL:inverseofarterycalledartery	rdfs:subPropertyOf	NELL:relatedto
NELL:inverseofmeatcomesfromanimal	rdfs:subPropertyOf	NELL:relatedto
NELL:athletepublishesinblog	rdfs:subPropertyOf	NELL:relatedto
NELL:politicianholdsoffice	rdfs:subPropertyOf	NELL:relatedto
NELL:politicianusholdsoffice	rdfs:subPropertyOf	NELL:politicianholdsoffice
NELL:buildingfeaturebuiltabovelake	rdfs:subPropertyOf	NELL:relatedto
NELL:animaleatfood	rdfs:subPropertyOf	NELL:relatedto
NELL:insecteatsgrain	rdfs:subPropertyOf	NELL:animaleatfood
NELL:invertebratefeedonfood	rdfs:subPropertyOf	NELL:animaleatfood
NELL:animaleatvegetable	rdfs:subPropertyOf	NELL:animaleatfood
NELL:inverseofarthropodfeedoninsect	rdfs:subPropertyOf	NELL:relatedto
NELL:inverseofbuildingispartofuniversity	rdfs:subPropertyOf	NELL:relatedto
NELL:publicationwritesabout	rdfs:subPropertyOf	NELL:relatedto
NELL:inverseoffooddecreasestheriskofdisease	rdfs:subPropertyOf	NELL:relatedto
NELL:colorassociatedwithvisualizableattribute	rdfs:subPropertyOf	NELL:relatedto
NELL:bombinginjured	rdfs:subPropertyOf	NELL:relatedto
NELL:academicfieldconcernssubject	rdfs:subPropertyOf	NELL:relatedto
NELL:academicfieldhassubfield	rdfs:subPropertyOf	NELL:superpartof
NELL:academicfieldhassubfield	rdfs:subPropertyOf	NELL:academicfieldconcernssubject
NELL:canbethesameas	rdfs:subPropertyOf	NELL:relatedto
NELL:celebritycanbethesameasceo	rdfs:subPropertyOf	NELL:canbethesameas
NELL:politicalofficecanbethesameasjobposition	rdfs:subPropertyOf	NELL:canbethesameas
NELL:comediancanbethesameasmale	rdfs:subPropertyOf	NELL:canbethesameas
NELL:malecanbethesameascomedian	rdfs:subPropertyOf	NELL:canbethesameas
